Дата         | Страна               | Добыча (1000 бар)
27.06.2006   | Nigeria              | 2283.7
27.06.2006   | United Arab Emirates | 2567.6
27.06.2006   | Venezuela            | 2987.6
27.06.2007   | Algeria              | 1298.4
27.06.2007   | Angola               | 1765.2
27.06.2007   | Congo                | 272.7
27.06.2007   | Equatorial Guinea    | 301.5
27.06.2007   | Gabon                | 271.2
27.06.2007   | IR Iran              | 4011.9
27.06.2007   | Iraq                 | 1982.2
27.06.2007   | Kuwait               | 2645.0
27.06.2007   | Libya                | 1715.0
27.06.2007   | Nigeria              | 2043.6
27.06.2007   | United Arab Emirates | 2500.7
27.06.2007   | Venezuela            | 3087.1
27.06.2008   | Algeria              | 1316.6
27.06.2008   | Angola               | 1927.8
27.06.2008   | Congo                | 163.2
27.06.2008   | Equatorial Guinea    | 324.2
27.06.2008   | Gabon                | 187.1
27.06.2008   | IR Iran              | 4053.5
27.06.2008   | Iraq                 | 2245.3
27.06.2008   | Kuwait               | 2714.1
27.06.2008   | Libya                | 1707.0
27.06.2008   | Nigeria              | 1986.7
27.06.2008   | United Arab Emirates | 2582.0
27.06.2008   | Venezuela            | 2956.4
27.06.2011   | Algeria              | 1183.9
27.06.2011   | Angola               | 1622.4
27.06.2011   | Congo                | 276.9
27.06.2011   | Equatorial Guinea    | 168.4
27.06.2011   | Gabon                | 190.8
27.06.2011   | IR Iran              | 3533.3
27.06.2011   | Iraq                 | 2675.4
27.06.2011   | Kuwait               | 2673.8
27.06.2011   | Libya                | 506.6
27.06.2011   | Nigeria              | 1902.6
27.06.2011   | United Arab Emirates | 2560.5
27.06.2011   | Venezuela            | 2840.5
27.06.2012   | Algeria              | 1178.8
27.06.2012   | Angola               | 1705.5
27.06.2012   | Congo                | 268.3
27.06.2012   | Equatorial Guinea    | 242.2
27.06.2012   | Gabon                | 255.4
27.06.2012   | IR Iran              | 3638.4
27.06.2012   | Iraq                 | 2994.7
27.06.2012   | Kuwait               | 2930.2
27.06.2012   | Libya                | 1525.6
27.06.2012   | Nigeria              | 1950.4
27.06.2012   | United Arab Emirates | 2627.0
27.06.2012   | Venezuela            | 2814.5
27.06.2013   | Algeria              | 1194.0
27.06.2013   | Angola               | 1627.3
27.06.2013   | Congo                | 206.3
27.06.2013   | Equatorial Guinea    | 134.1
27.06.2013   | Gabon                | 224.9
27.06.2013   | IR Iran              | 3721.6
27.06.2013   | Iraq                 | 3006.4
27.06.2013   | Kuwait               | 2830.7
27.06.2013   | Libya                | 986.1
27.06.2013   | Nigeria              | 1678.4
27.06.2013   | United Arab Emirates | 2842.1
27.06.2013   | Venezuela            | 2792.0
27.06.2014   | Algeria              | 1120.8
27.06.2014   | Angola               | 1671.3
27.06.2014   | Congo                | 136.8
27.06.2014   | Equatorial Guinea    | 244.8
27.06.2014   | Gabon                | 197.6
27.06.2014   | IR Iran              | 3134.7
27.06.2014   | Iraq                 | 3047.5
27.06.2014   | Kuwait               | 2838.4
27.06.2014   | Libya                | 343.1
27.06.2014   | Nigeria              | 1820.5
27.06.2014   | United Arab Emirates | 2836.3
27.06.2014   | Venezuela            | 2662.7
27.06.2016   | Algeria              | 1171.8
27.06.2016   | Angola               | 1659.6
27.06.2016   | Congo                | 187.6
27.06.2016   | Equatorial Guinea    | 160.9
27.06.2016   | Gabon                | 215.0
27.06.2016   | IR Iran              | 3665.4
27.06.2016   | Iraq                 | 4605.3
27.06.2016   | Kuwait               | 2961.7
27.06.2016   | Libya                | 439.2
27.06.2016   | Nigeria              | 1421.1
27.06.2016   | United Arab Emirates | 3047.0
27.06.2016   | Venezuela            | 2331.5
27.06.2017   | Algeria              | 1040.8
27.06.2017   | Angola               | 1568.3
27.06.2017   | Congo                | 267.4
27.06.2017   | Equatorial Guinea    | 123.3
27.06.2017   | Gabon                | 239.3
27.06.2017   | IR Iran              | 3879.5
27.06.2017   | Iraq                 | 4460.7
27.06.2017   | Kuwait               | 2664.2
27.06.2017   | Libya                | 809.4
27.06.2017   | Nigeria              | 1531.8
27.06.2017   | United Arab Emirates | 2997.0
27.06.2017   | Venezuela            | 2069.4
27.06.2018   | Algeria              | 1064.3
27.06.2018   | Angola               | 1421.2
27.06.2018   | Congo                | 284.5
27.06.2018   | Equatorial Guinea    | 82.3
27.06.2018   | Gabon                | 133.8
27.06.2018   | IR Iran              | 3533.3
27.06.2018   | Iraq                 | 4375.0
27.06.2018   | Kuwait               | 2741.2
27.06.2018   | Libya                | 964.5
27.06.2018   | Nigeria              | 1672.2
27.06.2018   | United Arab Emirates | 3063.8
27.06.2018   | Venezuela            | 1505.0
27.06.2019   | Algeria              | 1068.4
27.06.2019   | Angola               | 1278.7
27.06.2019   | Congo                | 373.8
27.06.2019   | Equatorial Guinea    | 27.0
27.06.2019   | Gabon                | 168.8
27.06.2019   | IR Iran              | 2414.9
27.06.2019   | Iraq                 | 4518.7
27.06.2019   | Kuwait               | 2679.2
27.06.2019   | Libya                | 1038.7
27.06.2019   | Nigeria              | 1696.0
27.06.2019   | United Arab Emirates | 3042.5
27.06.2019   | Venezuela            | 1002.4
27.06.2022   | Algeria              | 965.0
27.06.2022   | Angola               | 1156.2
27.06.2022   | Congo                | 190.0
27.06.2022   | Equatorial Guinea    | 75.5
27.06.2022   | Gabon                | 156.8
27.06.2022   | IR Iran              | 2530.9
27.06.2022   | Iraq                 | 4456.9
27.06.2022   | Kuwait               | 2706.3
27.06.2022   | Libya                | 890.2
27.06.2022   | Nigeria              | 1145.7
27.06.2022   | United Arab Emirates | 3120.9
27.06.2022   | Venezuela            | 740.7
27.07.2006   | Algeria              | 1330.8
27.07.2006   | Angola               | 1391.6
27.07.2006   | Congo                | 324.9
27.07.2006   | Equatorial Guinea    | 306.6
27.07.2006   | Gabon                | 203.6
27.07.2006   | IR Iran              | 4045.7
27.07.2006   | Iraq                 | 1894.0
27.07.2006   | Kuwait               | 2608.8
27.07.2006   | Libya                | 1805.1
27.07.2006   | Nigeria              | 2189.7
27.07.2006   | United Arab Emirates | 2595.1
27.07.2006   | Venezuela            | 2930.6
27.07.2007   | Algeria              | 1372.5
27.07.2007   | Angola               | 1695.4
27.07.2007   | Congo                | 242.6
27.07.2007   | Equatorial Guinea    | 198.7
27.07.2007   | Gabon                | 287.8
27.07.2007   | IR Iran              | 4146.7
27.07.2007   | Iraq                 | 2076.3
27.07.2007   | Kuwait               | 2518.1
27.07.2007   | Libya                | 1672.3
27.07.2007   | Nigeria              | 2059.2
27.07.2007   | United Arab Emirates | 2543.9
27.07.2007   | Venezuela            | 2967.9
27.07.2009   | Algeria              | 1182.8
27.07.2009   | Angola               | 1788.8
27.07.2009   | Congo                | 258.2
27.07.2009   | Equatorial Guinea    | 340.0
27.07.2009   | Gabon                | 232.4
27.07.2009   | IR Iran              | 3477.8
27.07.2009   | Iraq                 | 2289.3
27.07.2009   | Kuwait               | 2110.7
27.07.2009   | Libya                | 1423.8
27.07.2009   | Nigeria              | 1919.4
27.07.2009   | United Arab Emirates | 2206.7
27.07.2009   | Venezuela            | 2938.0
27.07.2010   | Algeria              | 1200.3
27.07.2010   | Angola               | 1774.0
27.07.2010   | Congo                | 294.7
27.07.2010   | Equatorial Guinea    | 273.3
27.07.2010   | Gabon                | 231.3
27.07.2010   | IR Iran              | 3520.5
27.07.2010   | Iraq                 | 2222.9
27.07.2010   | Kuwait               | 2276.9
27.07.2010   | Libya                | 1499.7
27.07.2010   | Nigeria              | 1969.2
27.07.2010   | United Arab Emirates | 2327.3
27.07.2010   | Venezuela            | 2817.9
27.07.2011   | Algeria              | 1181.3
27.07.2011   | Angola               | 1712.8
27.07.2011   | Congo                | 234.2
27.07.2011   | Equatorial Guinea    | 244.2
27.07.2011   | Gabon                | 156.7
27.07.2011   | IR Iran              | 3661.6
27.07.2011   | Iraq                 | 2662.5
27.07.2011   | Kuwait               | 2636.1
27.07.2011   | Libya                | 411.0
27.07.2011   | Nigeria              | 1990.1
27.07.2011   | United Arab Emirates | 2631.1
27.07.2011   | Venezuela            | 2947.3
27.07.2012   | Algeria              | 1186.8
27.07.2012   | Angola               | 1645.8
27.07.2012   | Congo                | 220.9
27.07.2012   | Equatorial Guinea    | 359.8
27.07.2012   | Gabon                | 207.9
27.07.2012   | IR Iran              | 3661.8
27.07.2012   | Iraq                 | 2922.9
27.07.2012   | Kuwait               | 2916.5
27.07.2012   | Libya                | 1445.8
27.07.2012   | Nigeria              | 2012.4
27.07.2012   | United Arab Emirates | 2610.4
27.07.2012   | Venezuela            | 2745.6
27.07.2015   | Algeria              | 1124.1
27.07.2015   | Angola               | 1736.5
27.07.2015   | Congo                | 232.3
27.07.2015   | Equatorial Guinea    | 182.4
27.07.2015   | Gabon                | 266.4
27.07.2015   | IR Iran              | 3266.2
27.07.2015   | Iraq                 | 3574.9
27.07.2015   | Kuwait               | 2789.7
27.07.2015   | Libya                | 351.4
27.07.2015   | Nigeria              | 1690.9
27.07.2015   | United Arab Emirates | 2955.8
27.07.2015   | Venezuela            | 2703.9
27.07.2016   | Algeria              | 1184.3
27.07.2016   | Angola               | 1718.2
27.07.2016   | Congo                | 221.4
27.07.2016   | Equatorial Guinea    | 260.9
27.07.2016   | Gabon                | 185.4
27.07.2016   | IR Iran              | 3670.6
27.07.2016   | Iraq                 | 4591.7
27.07.2016   | Kuwait               | 2944.7
27.07.2016   | Libya                | 333.3
27.07.2016   | Nigeria              | 1463.3
27.07.2016   | United Arab Emirates | 3074.3
27.07.2016   | Venezuela            | 2387.6
27.07.2017   | Algeria              | 970.3
27.07.2017   | Angola               | 1598.1
27.07.2017   | Congo                | 213.3
27.07.2017   | Equatorial Guinea    | 169.5
27.07.2017   | Gabon                | 177.3
27.07.2017   | IR Iran              | 3875.4
27.07.2017   | Iraq                 | 4556.0
27.07.2017   | Kuwait               | 2659.1
27.07.2017   | Libya                | 836.0
27.07.2017   | Nigeria              | 1504.3
27.07.2017   | United Arab Emirates | 3023.8
27.07.2017   | Venezuela            | 2110.8
27.07.2018   | Algeria              | 1047.1
27.07.2018   | Angola               | 1513.1
27.07.2018   | Congo                | 318.5
27.07.2018   | Equatorial Guinea    | 133.4
27.07.2018   | Gabon                | 239.7
27.07.2018   | IR Iran              | 3514.0
27.07.2018   | Iraq                 | 4510.8
27.07.2018   | Kuwait               | 2745.1
27.07.2018   | Libya                | 978.2
27.07.2018   | Nigeria              | 1588.0
27.07.2018   | United Arab Emirates | 2932.1
27.07.2018   | Venezuela            | 1546.0
27.07.2020   | Algeria              | 860.3
27.07.2020   | Angola               | 1342.7
27.07.2020   | Congo                | 296.2
27.07.2020   | Equatorial Guinea    | 89.2
27.07.2020   | Gabon                | 111.5
27.07.2020   | IR Iran              | 1964.4
27.07.2020   | Iraq                 | 4101.5
27.07.2020   | Kuwait               | 2480.0
27.07.2020   | Libya                | 359.5
27.07.2020   | Nigeria              | 1478.4
27.07.2020   | United Arab Emirates | 2764.9
27.07.2020   | Venezuela            | 625.9
27.07.2021   | Algeria              | 963.6
27.07.2021   | Angola               | 1154.5
27.07.2021   | Congo                | 230.2
27.07.2021   | Equatorial Guinea    | 79.2
27.07.2021   | Gabon                | 136.4
27.07.2021   | IR Iran              | 2322.6
27.07.2021   | Iraq                 | 4007.5
27.07.2021   | Kuwait               | 2493.5
27.07.2021   | Libya                | 1122.5
27.07.2021   | Nigeria              | 1261.6
27.07.2021   | United Arab Emirates | 2708.6
27.07.2021   | Venezuela            | 702.6
27.07.2022   | Algeria              | 977.3
27.07.2022   | Angola               | 1094.9
27.07.2022   | Congo                | 259.6
27.07.2022   | Equatorial Guinea    | 136.4
27.07.2022   | Gabon                | 205.4
27.07.2022   | IR Iran              | 2514.5
27.07.2022   | Iraq                 | 4516.5
27.07.2022   | Kuwait               | 2739.8
27.07.2022   | Libya                | 940.4
27.07.2022   | Nigeria              | 1123.0
27.07.2022   | United Arab Emirates | 3092.2
27.07.2022   | Venezuela            | 648.6
27.08.2007   | Algeria              | 1399.9
27.08.2007   | Angola               | 1656.3
27.08.2007   | Congo                | 296.2
27.08.2007   | Equatorial Guinea    | 294.9
27.08.2007   | Gabon                | 267.6
27.08.2007   | IR Iran              | 4029.6
27.08.2007   | Iraq                 | 2060.6
27.08.2007   | Kuwait               | 2538.0
27.08.2007   | Libya                | 1552.2
27.08.2007   | Nigeria              | 2039.7
27.08.2007   | United Arab Emirates | 2528.3
27.08.2007   | Venezuela            | 3010.6
27.08.2008   | Algeria              | 1379.0
27.08.2008   | Angola               | 1914.1
27.08.2008   | Congo                | 208.0
27.08.2008   | Equatorial Guinea    | 316.4
27.08.2008   | Gabon                | 252.0
27.08.2008   | IR Iran              | 4104.8
27.08.2008   | Iraq                 | 2220.0
27.08.2008   | Kuwait               | 2685.4
27.08.2008   | Libya                | 1597.8
27.08.2008   | Nigeria              | 1941.1
27.08.2008   | United Arab Emirates | 2514.9
27.08.2008   | Venezuela            | 2889.3
27.08.2009   | Algeria              | 1202.8
27.08.2009   | Angola               | 1717.3
27.08.2009   | Congo                | 271.9
27.08.2009   | Equatorial Guinea    | 378.0
27.08.2009   | Gabon                | 248.0
27.08.2009   | IR Iran              | 3554.9
27.08.2009   | Iraq                 | 2384.5
27.08.2009   | Kuwait               | 2283.3
27.08.2009   | Libya                | 1476.8
27.08.2009   | Nigeria              | 1909.7
27.08.2009   | United Arab Emirates | 2278.2
27.08.2009   | Venezuela            | 2970.8
27.08.2010   | Algeria              | 1156.9
27.08.2010   | Angola               | 1752.0
27.08.2010   | Congo                | 394.1
27.08.2010   | Equatorial Guinea    | 173.0
27.08.2010   | Gabon                | 215.8
27.08.2010   | IR Iran              | 3457.8
27.08.2010   | Iraq                 | 2349.0
27.08.2010   | Kuwait               | 2281.6
27.08.2010   | Libya                | 1530.3
27.08.2010   | Nigeria              | 1949.1
27.08.2010   | United Arab Emirates | 2311.9
27.08.2010   | Venezuela            | 2842.2
27.08.2012   | Algeria              | 1190.2
27.08.2012   | Angola               | 1726.9
27.08.2012   | Congo                | 275.0
27.08.2012   | Equatorial Guinea    | 314.2
27.08.2012   | Gabon                | 231.3
27.08.2012   | IR Iran              | 3714.4
27.08.2012   | Iraq                 | 2850.9
27.08.2012   | Kuwait               | 2973.0
27.08.2012   | Libya                | 1416.3
27.08.2012   | Nigeria              | 1952.6
27.08.2012   | United Arab Emirates | 2670.1
27.08.2012   | Venezuela            | 2810.8
27.08.2013   | Algeria              | 1179.3
27.08.2013   | Angola               | 1716.1
27.08.2013   | Congo                | 207.3
27.08.2013   | Equatorial Guinea    | 275.9
27.08.2013   | Gabon                | 127.2
27.08.2013   | IR Iran              | 3576.0
27.08.2013   | Iraq                 | 3112.2
27.08.2013   | Kuwait               | 2959.0
27.08.2013   | Libya                | 1081.9
27.08.2013   | Nigeria              | 1712.9
27.08.2013   | United Arab Emirates | 2836.1
27.08.2013   | Venezuela            | 2775.1
27.08.2014   | Algeria              | 1129.9
27.08.2014   | Angola               | 1631.6
27.08.2014   | Congo                | 249.5
27.08.2014   | Equatorial Guinea    | 187.9
27.08.2014   | Gabon                | 211.8
27.08.2014   | IR Iran              | 3062.5
27.08.2014   | Iraq                 | 3113.1
27.08.2014   | Kuwait               | 2827.3
27.08.2014   | Libya                | 450.5
27.08.2014   | Nigeria              | 1804.9
27.08.2014   | United Arab Emirates | 2809.6
27.08.2014   | Venezuela            | 2575.1
27.08.2015   | Algeria              | 1085.4
27.08.2015   | Angola               | 1824.0
27.08.2015   | Congo                | 216.0
27.08.2015   | Equatorial Guinea    | 194.8
27.08.2015   | Gabon                | 213.9
27.08.2015   | IR Iran              | 3146.4
27.08.2015   | Iraq                 | 3459.3
27.08.2015   | Kuwait               | 2869.6
27.08.2015   | Libya                | 387.1
27.08.2015   | Nigeria              | 1821.0
27.08.2015   | United Arab Emirates | 2955.0
27.08.2015   | Venezuela            | 2639.0
27.08.2018   | Algeria              | 1013.0
27.08.2018   | Angola               | 1497.1
27.08.2018   | Congo                | 385.4
27.08.2018   | Equatorial Guinea    | 113.7
27.08.2018   | Gabon                | 135.0
27.08.2018   | IR Iran              | 3568.6
27.08.2018   | Iraq                 | 4401.7
27.08.2018   | Kuwait               | 2687.3
27.08.2018   | Libya                | 951.7
27.08.2018   | Nigeria              | 1625.1
27.08.2018   | United Arab Emirates | 2992.4
27.08.2018   | Venezuela            | 1498.7
27.08.2019   | Algeria              | 1003.4
27.08.2019   | Angola               | 1342.2
27.08.2019   | Congo                | 299.6
27.08.2019   | Equatorial Guinea    | 33.2
27.08.2019   | Gabon                | 205.6
27.08.2019   | IR Iran              | 2396.9
27.08.2019   | Iraq                 | 4547.1
27.08.2019   | Kuwait               | 2682.7
27.08.2019   | Libya                | 1040.0
27.08.2019   | Nigeria              | 1678.4
27.08.2019   | United Arab Emirates | 3084.0
27.08.2019   | Venezuela            | 1027.6
27.08.2020   | Algeria              | 912.6
27.08.2020   | Angola               | 1291.2
27.08.2020   | Congo                | 349.5
27.08.2020   | Equatorial Guinea    | 144.1
27.08.2020   | Gabon                | 201.0
27.08.2020   | IR Iran              | 2038.4
27.08.2020   | Iraq                 | 3970.9
27.08.2020   | Kuwait               | 2447.7
27.08.2020   | Libya                | 284.2
27.08.2020   | Nigeria              | 1528.6
27.08.2020   | United Arab Emirates | 2780.1
27.08.2020   | Venezuela            | 613.4
27.08.2021   | Algeria              | 853.2
27.08.2021   | Angola               | 1161.6
27.08.2021   | Congo                | 278.5
27.08.2021   | Equatorial Guinea    | 86.1
27.08.2021   | Gabon                | 130.7
27.08.2021   | IR Iran              | 2482.2
27.08.2021   | Iraq                 | 3923.7
27.08.2021   | Kuwait               | 2379.0
27.08.2021   | Libya                | 1257.3
27.08.2021   | Nigeria              | 1419.7
27.08.2021   | United Arab Emirates | 2655.0
27.08.2021   | Venezuela            | 634.4
27.09.2006   | Algeria              | 1374.6
27.09.2006   | Angola               | 1272.4
27.09.2006   | Congo                | 226.8
27.09.2006   | Equatorial Guinea    | 326.7
27.09.2006   | Gabon                | 305.7
27.09.2006   | IR Iran              | 4109.4
27.09.2006   | Iraq                 | 1990.6
27.09.2006   | Kuwait               | 2689.7
27.09.2006   | Libya                | 1738.6
27.09.2006   | Nigeria              | 2264.6
27.09.2006   | United Arab Emirates | 2612.2
27.09.2006   | Venezuela            | 3037.8
27.09.2007   | Algeria              | 1378.2
27.09.2007   | Angola               | 1720.8
27.09.2007   | Congo                | 257.5
27.09.2007   | Equatorial Guinea    | 302.1
27.09.2007   | Gabon                | 325.9
27.09.2007   | IR Iran              | 4051.7
27.09.2007   | Iraq                 | 2020.8
27.09.2007   | Kuwait               | 2537.1
27.09.2007   | Libya                | 1708.7
27.09.2007   | Nigeria              | 2114.0
27.09.2007   | United Arab Emirates | 2530.7
27.09.2007   | Venezuela            | 2992.0
27.09.2010   | Algeria              | 1242.8
27.09.2010   | Angola               | 1720.8
27.09.2010   | Congo                | 273.4
27.09.2010   | Equatorial Guinea    | 205.3
27.09.2010   | Gabon                | 175.9
27.09.2010   | IR Iran              | 3546.9
27.09.2010   | Iraq                 | 2328.8
27.09.2010   | Kuwait               | 2307.9
27.09.2010   | Libya                | 1478.7
27.09.2010   | Nigeria              | 2070.1
27.09.2010   | United Arab Emirates | 2286.2
27.09.2010   | Venezuela            | 2890.6
27.09.2011   | Algeria              | 1141.5
27.09.2011   | Angola               | 1617.1
27.09.2011   | Congo                | 271.2
27.09.2011   | Equatorial Guinea    | 247.3
27.09.2011   | Gabon                | 178.4
27.09.2011   | IR Iran              | 3549.9
27.09.2011   | Iraq                 | 2692.8
27.09.2011   | Kuwait               | 2613.8
27.09.2011   | Libya                | 408.8
27.09.2011   | Nigeria              | 2011.1
27.09.2011   | United Arab Emirates | 2557.0
27.09.2011   | Venezuela            | 2869.1
27.09.2012   | Algeria              | 1295.9
27.09.2012   | Angola               | 1668.7
27.09.2012   | Congo                | 298.2
27.09.2012   | Equatorial Guinea    | 237.8
27.09.2012   | Gabon                | 195.5
27.09.2012   | IR Iran              | 3768.1
27.09.2012   | Iraq                 | 2899.8
27.09.2012   | Kuwait               | 2963.8
27.09.2012   | Libya                | 1332.3
27.09.2012   | Nigeria              | 1967.2
27.09.2012   | United Arab Emirates | 2659.8
27.09.2012   | Venezuela            | 2813.9
27.09.2013   | Algeria              | 1231.4
27.09.2013   | Angola               | 1666.8
27.09.2013   | Congo                | 272.3
27.09.2013   | Equatorial Guinea    | 276.7
27.09.2013   | Gabon                | 223.4
27.09.2013   | IR Iran              | 3555.1
27.09.2013   | Iraq                 | 2900.9
27.09.2013   | Kuwait               | 2931.6
27.09.2013   | Libya                | 974.9
27.09.2013   | Nigeria              | 1646.7
27.09.2013   | United Arab Emirates | 2744.8
27.09.2013   | Venezuela            | 2837.9
27.09.2016   | Algeria              | 1087.3
27.09.2016   | Angola               | 1692.7
27.09.2016   | Congo                | 282.2
27.09.2016   | Equatorial Guinea    | 177.8
27.09.2016   | Gabon                | 161.4
27.09.2016   | IR Iran              | 3668.8
27.09.2016   | Iraq                 | 4605.2
27.09.2016   | Kuwait               | 2936.8
27.09.2016   | Libya                | 388.8
27.09.2016   | Nigeria              | 1437.2
27.09.2016   | United Arab Emirates | 3105.0
27.09.2016   | Venezuela            | 2417.2
27.09.2017   | Algeria              | 1172.2
27.09.2017   | Angola               | 1667.9
27.09.2017   | Congo                | 239.1
27.09.2017   | Equatorial Guinea    | 81.8
27.09.2017   | Gabon                | 239.9
27.09.2017   | IR Iran              | 3780.6
27.09.2017   | Iraq                 | 4431.8
27.09.2017   | Kuwait               | 2758.0
27.09.2017   | Libya                | 838.0
27.09.2017   | Nigeria              | 1538.1
27.09.2017   | United Arab Emirates | 2938.7
27.09.2017   | Venezuela            | 2026.2
27.09.2018   | Algeria              | 1056.8
27.09.2018   | Angola               | 1561.0
27.09.2018   | Congo                | 252.3
27.09.2018   | Equatorial Guinea    | 149.8
27.09.2018   | Gabon                | 196.5
27.09.2018   | IR Iran              | 3517.7
27.09.2018   | Iraq                 | 4506.0
27.09.2018   | Kuwait               | 2684.8
27.09.2018   | Libya                | 1030.2
27.09.2018   | Nigeria              | 1609.3
27.09.2018   | United Arab Emirates | 2991.5
27.09.2018   | Venezuela            | 1469.6
27.09.2019   | Algeria              | 1066.8
27.09.2019   | Angola               | 1396.2
27.09.2019   | Congo                | 341.7
27.09.2019   | Equatorial Guinea    | 135.9
27.09.2019   | Gabon                | 312.1
27.09.2019   | IR Iran              | 2394.3
27.09.2019   | Iraq                 | 4547.9
27.09.2019   | Kuwait               | 2647.4
27.09.2019   | Libya                | 1045.3
27.09.2019   | Nigeria              | 1810.8
27.09.2019   | United Arab Emirates | 3149.2
27.09.2019   | Venezuela            | 985.5
27.09.2021   | Algeria              | 945.1
27.09.2021   | Angola               | 1093.3
27.09.2021   | Congo                | 191.5
27.09.2021   | Equatorial Guinea    | 75.1
27.09.2021   | Gabon                | 230.2
27.09.2021   | IR Iran              | 2298.3
27.09.2021   | Iraq                 | 4086.2
27.09.2021   | Kuwait               | 2364.1
27.09.2021   | Libya                | 1162.2
27.09.2021   | Nigeria              | 1287.8
27.09.2021   | United Arab Emirates | 2712.5
27.09.2021   | Venezuela            | 618.5
27.09.2022   | Algeria              | 1015.2
27.09.2022   | Angola               | 1094.6
27.09.2022   | Congo                | 275.5
27.09.2022   | Equatorial Guinea    | 79.9
27.09.2022   | Gabon                | 149.2
27.09.2022   | IR Iran              | 2461.5
27.09.2022   | Iraq                 | 4434.8
27.09.2022   | Kuwait               | 2725.8
27.09.2022   | Libya                | 968.4
27.09.2022   | Nigeria              | 1040.7
27.09.2022   | United Arab Emirates | 3155.2
27.09.2022   | Venezuela            | 667.7
27.10.2006   | Algeria              | 1343.7
27.10.2006   | Angola               | 1404.1
27.10.2006   | Congo                | 313.8
27.10.2006   | Equatorial Guinea    | 292.5
27.10.2006   | Gabon                | 268.4
27.10.2006   | IR Iran              | 4103.5
27.10.2006   | Iraq                 | 1891.0
27.10.2006   | Kuwait               | 2725.7
27.10.2006   | Libya                | 1794.2
27.10.2006   | Nigeria              | 2252.6
27.10.2006   | United Arab Emirates | 2595.9
27.10.2006   | Venezuela            | 3046.3
27.10.2008   | Algeria              | 1394.5
27.10.2008   | Angola               | 1923.5
27.10.2008   | Congo                | 219.0
27.10.2008   | Equatorial Guinea    | 335.5
27.10.2008   | Gabon                | 239.6
27.10.2008   | IR Iran              | 4030.7
27.10.2008   | Iraq                 | 2295.2
27.10.2008   | Kuwait               | 2706.4
27.10.2008   | Libya                | 1825.1
27.10.2008   | Nigeria              | 1997.4
27.10.2008   | United Arab Emirates | 2609.1
27.10.2008   | Venezuela            | 2926.4
27.10.2009   | Algeria              | 1200.7
27.10.2009   | Angola               | 1844.8
27.10.2009   | Congo                | 274.2
27.10.2009   | Equatorial Guinea    | 239.2
27.10.2009   | Gabon                | 239.1
27.10.2009   | IR Iran              | 3539.8
27.10.2009   | Iraq                 | 2272.1
27.10.2009   | Kuwait               | 2265.1
27.10.2009   | Libya                | 1524.5
27.10.2009   | Nigeria              | 1795.4
27.10.2009   | United Arab Emirates | 2226.8
27.10.2009   | Venezuela            | 2978.8
27.10.2010   | Algeria              | 1201.4
27.10.2010   | Angola               | 1739.2
27.10.2010   | Congo                | 289.2
27.10.2010   | Equatorial Guinea    | 212.0
27.10.2010   | Gabon                | 217.9
27.10.2010   | IR Iran              | 3544.2
27.10.2010   | Iraq                 | 2379.5
27.10.2010   | Kuwait               | 2254.8
27.10.2010   | Libya                | 1424.9
27.10.2010   | Nigeria              | 2107.9
27.10.2010   | United Arab Emirates | 2366.1
27.10.2010   | Venezuela            | 2816.8
27.10.2011   | Algeria              | 1171.2
27.10.2011   | Angola               | 1623.3
27.10.2011   | Congo                | 245.2
27.10.2011   | Equatorial Guinea    | 242.4
27.10.2011   | Gabon                | 296.0
27.10.2011   | IR Iran              | 3584.4
27.10.2011   | Iraq                 | 2660.7
27.10.2011   | Kuwait               | 2644.3
27.10.2011   | Libya                | 491.6
27.10.2011   | Nigeria              | 1974.5
27.10.2011   | United Arab Emirates | 2501.0
27.10.2011   | Venezuela            | 2891.5
27.10.2014   | Algeria              | 1261.6
27.10.2014   | Angola               | 1659.8
27.10.2014   | Congo                | 220.0
27.10.2014   | Equatorial Guinea    | 169.8
27.10.2014   | Gabon                | 220.8
27.10.2014   | IR Iran              | 3111.1
27.10.2014   | Iraq                 | 3149.8
27.10.2014   | Kuwait               | 2905.7
27.10.2014   | Libya                | 509.5
27.10.2014   | Nigeria              | 1843.0
27.10.2014   | United Arab Emirates | 2791.7
27.10.2014   | Venezuela            | 2726.5
27.10.2015   | Algeria              | 1140.3
27.10.2015   | Angola               | 1985.4
27.10.2015   | Congo                | 165.5
27.10.2015   | Equatorial Guinea    | 203.4
27.10.2015   | Gabon                | 234.9
27.10.2015   | IR Iran              | 3144.1
27.10.2015   | Iraq                 | 3540.1
27.10.2015   | Kuwait               | 2882.0
27.10.2015   | Libya                | 404.9
27.10.2015   | Nigeria              | 1753.1
27.10.2015   | United Arab Emirates | 2991.9
27.10.2015   | Venezuela            | 2665.5
27.10.2016   | Algeria              | 1142.8
27.10.2016   | Angola               | 1742.4
27.10.2016   | Congo                | 232.7
27.10.2016   | Equatorial Guinea    | 126.8
27.10.2016   | Gabon                | 233.2
27.10.2016   | IR Iran              | 3498.8
27.10.2016   | Iraq                 | 4529.8
27.10.2016   | Kuwait               | 2924.1
27.10.2016   | Libya                | 389.1
27.10.2016   | Nigeria              | 1493.2
27.10.2016   | United Arab Emirates | 3030.8
27.10.2016   | Venezuela            | 2324.7
27.10.2017   | Algeria              | 1101.0
27.10.2017   | Angola               | 1593.2
27.10.2017   | Congo                | 258.5
27.10.2017   | Equatorial Guinea    | 160.2
27.10.2017   | Gabon                | 218.0
27.10.2017   | IR Iran              | 3909.7
